keyword,keyword_num_documents
prosecution,267
090,267
589,267
lively,267
millenium,267
moshou,267
armando,267
evacuation,267
iexpect,267
launer,267
enerfaxgold,267
09vol,267
amen,267
hous,267
772,267
jplace,267
64349541,267
unforeseen,267
prompts,267
authorisation,267
sallysubject,267
conforming,267
ruhrgas,267
gridflorida,267
internships,267
0400message,267
powerx,267
bounds,267
bbraddo,267
essig,267
afastow,267
socrates,267
prudency,267
amiry,267
coordinates,267
cornett,267
slvrpk_7_spp,267
naenergy,267
rbond2,267
reachable,267
poker,267
watches,267
unconditional,267
frenzy,267
yin,267
5bn,267
1972,267
iyer,267
msc,267
comsenior,267
clash,267
orby,267
prudence,267
guided,267
dickey,266
computation,266
mcclintock,266
20small,266
6a407c,266
elam,266
srlarson,266
62e9b697,266
lakers,266
petty,266
09email,266
shibbard,266
presenters,266
biased,266
slapped,266
proliferation,266
largo,266
thankstracy,266
jupiter,266
agen,266
presidentand,266
20increases,266
falcon,266
nettie,266
500k,266
20nymex,266
governs,266
repeats,266
unsubscribing,266
berryman,266
20programs,266
comnote,266
custome,266
ghuan,266
reactive,266
knightstep,266
hemu,266
lobusch,266
perun,266
pstmark,266
greenizan,266
govsubject,266
hotelid,266
forenron,266
05pm,266
rocketmail,266
reas,266
20construction,266
rff,266
20let,266
smiles,266
foundations,266
boil,266
lgurick,266
cperez,266
trough,266
11d4,266
frolov,266
schnapper,266
pgp,266
20approved,266
fre,266
pkeene,266
informati,266
conciliation,266
managment,265
sothat,265
tease,265
latitude,265
09wtd,265
infact,265
excerpts,265
arbor,265
punish,265
pesos,265
1619,265
cube,265
20visit,265
babi,265
kbssac,265
laing,265
manufactured,265
8b15e10f,265
0905,265
sarmiento,265
buckner,265
crosses,265
crilly,265
idt,265
fpc,265
grouped,265
costume,265
jburns,265
tembec,265
donette,265
v76_r1,265
drawdowns,265
leal,265
teamgsi,265
legler,265
0103agenda,265
libby,265
2900,265
rventurini,265
brass,265
ribbon,265
peck,265
dansubject,265
commissio,265
20supporting,265
koller,265
mdarvea,265
responsiveness,265
riskmetrics,265
attachedfile,265
econnect,265
gabriela,265
grupo,265
20air,265
cellphone,264
mmotsin,264
estsubject,264
biert,264
bofasecurities,264
underwhelming,264
sarkissian,264
thecountry,264
drank,264
jwillia1,264
erp,264
theappropriate,264
uejbe,264
adcbin,264
memoranda,264
vivianna,264
20home,264
kunkel,264
caterpillar,264
aebow,264
medcalf,264
hudacko,264
bherod,264
09tip,264
alos,264
stainless,264
ssa,264
larrysubject,264
waits,264
thr,264
efp,264
dleboe,264
016,264
susceptible,264
comnesx,264
injected,264
wapner,264
2fbestbuy,264
securely,264
allowable,264
lebrocq3,264
danna,264
796,264
reagor,264
wardell,264
sherber,264
cclark5,264
texasmonthly,264
adjustable,264
kroumov,264
america713,264
schlueter,264
anwar,264
interconnecting,264
20calpine,264
20major,264
879,264
backhaul,264
triumph,264
whistle,264
epme,264
voicestream,264
20address,264
mkahl,264
seafood,264
naik,264
cord,264
bawa,264
pairs,264
ricketts,264
lawson,263
lindon,263
bourgeois,263
752,263
poo,263
ayear,263
ahernan6,263
juncture,263
braedi,263
20sell,263
cade,263
delight,263
pdfscott,263
smarra,263
sjc,263
bankone,263
americawest,263
bobette,263
jpiotrow,263
protracted,263
contaminated,263
muse,263
wraps,263
dewar,263
compliments,263
sgilbe2,263
1112,263
texaschildrenshospital,263
phillipsx,263
preserved,263
escort,263
siness,263
lufthansa,263
informatio,263
20facilitate,263
ning,263
unbundle,263
vwatkins,263
nsfmr,263
salvation,263
parameter,263
20brown,263
tpryor,263
frausto,263
predominantly,263
4100,263
lure,263
20using,263
widened,263
beavers,263
8897,263
ctricol,263
campanelli,263
tjohnso8,263
20interests,262
selledge,262
panusx,262
1929,262
breckenridge,262
deaths,262
htm12,262
acr,262
placeware,262
fpua,262
tcarter4,262
lsumc,262
transp,262
lovejoy,262
forge,262
lonely,262
timesheets,262
echo,262
766,262
giveaway,262
canon,262
qualitative,262
comma,262
82xx,262
koskas,262
burdensome,262
berutti,262
20situation,262
goodwin,262
schall,262
mcleod,262
thrust,262
grisela,262
paulita,262
copier,262
20world,262
harrisburg,262
portrayed,262
herd,262
cesx,262
guitar,262
ttoday,262
comi,262
ramiro,262
lamont,262
wager,262
dnflash,262
monson,262
bwdaily,262
serri,262
01according,262
implecations,262
katekimberly,262
operationally,262
valle,262
munich,262
nichol,262
lfried,262
htmelectricity,262
prone,262
nsflooks,262
coburn,262
omnisequencenum,262
thebest,262
infocall,262
jsimpso,262
soeldner,262
brunini,262
indifferent,262
mmiller,262
enerfaxdaily,261
00anchorage,261
govsite,261
gpa,261
wsimages,261
isac,261
uncollected,261
20buy,261
20rules,261
rcn,261
cultures,261
20ena,261
etiquette,261
lagesse,261
20exercise,261
obsf,261
enerfin,261
agreementhi,261
gpc,261
hq1,261
sperich,261
zoom,261
grossly,261
facilitates,261
oxfordprinceton,261
malkemes,261
ecross,261
highlightsenron,261
maximilian,261
intertie,261
lutz,261
litton,261
tiers,261
changeemail,261
080,261
vincent_kaminski_jun2001_6,261
company713,261
009,261
soap,261
sunw,261
mmetts,261
hinting,261
moot,261
eyed,261
oregonian,261
20economic,261
20full,261
crashing,260
baron,260
ddame,260
491,260
char,260
viviance,260
eurozone,260
thermostat,260
valnek,260
mdiq,260
polite,260
religiontoday,260
ement,260
eb32c2,260
4in,260
shanahan,260
extras,260
larubbio,260
waives,260
idm,260
hemani,260
panagon,260
20dwr,260
warmth,260
readstep,260
746,260
chairing,260
moneil,260
denys,260
pleasanton,260
971,260
20quarter,260
outbound5,260
at713,260
weds,260
86256514,260
jvillar,260
glitch,260
sda,260
quadrupled,260
obrecht,260
pstit,260
fam,260
racer,260
dvanek,260
rina,260
sgilber,260
wpo,260
mama,260
furthering,260
backwards,260
763,260
solelyfor,260
mhc,260
mulcahy,260
piano,259
endure,259
simien,259
cqg,259
regs,259
belly,259
scc,259
1226,259
diligent,259
0px,259
crc,259
customizable,259
houstonchronicle,259
tract,259
apples,259
sweetheart,259
str,259
economou,259
jnj,259
kroger,259
lacrecia,259
kadakia,259
calhealth,259
theadvertisement,259
anikat,259
reorganize,259
healing,259
boilerplate,259
exits,259
bic,259
eex,259
zhou,259
dgagliardi,259
stipulated,259
lily,259
equilibrium,259
darrin,259
spahnn,259
beg,259
24hrs,259
cracked,259
tosell,259
stonemanaging,259
2308,259
693,259
09if,259
spectron,259
tfa,259
94104,259
seeds,259
wstuart,259
cphilli,259
discontinued,259
agreementplease,259
accuse,258
shasta,258
jlgreene,258
dejesus,258
articlesx,258
diamondx,258
benjamin_rogers_dec2000_2,258
updatemime,258
rented,258
gwynn,258
chargeback,258
tkt,258
transferable,258
tradersnews,258
enron_development09,258
mantra,258
retx,258
esai,258
suhernan,258
secretly,258
adaytum,258
20joe,258
victorio,258
stroke,258
hierarchy,258
20options,258
knocking,258
mins,258
isas,258
pge1,258
gthou,258
0fol,258
edis,258
insult,258
shortname,258
lvargas2,258
gfi,258
merten,258
blazers,258
fenstad,258
kcsenergy,258
20october,258
crafts,258
webmodal,258
amenable,258
planners,258
gramesh,258
4200,258
vert_spacer19,258
venus,258
20right,258
crissy,258
underwriter,258
uschamber,257
balch,257
khensman,257
edmunds,257
beard,257
john_ulrich,257
acti,257
achance,257
dragging,257
shi,257
7368,257
readiness,257
cem,257
20find,257
sixty,257
probusiness,257
liking,257
isps,257
subdivision,257
disciplines,257
3716impact,257
venkatesh,257
20building,257
brun,257
printabledate,257
panenergy,257
branom,257
pier,257
sandridge,257
revoke,257
furey,257
002909,257
hplr,257
cleeland,257
ght,257
ervin,257
comconfidentiality,257
mcowan1,257
padilla,257
saltiel,257
dworkin,257
yelling,257
eb3321,257
comcompany,257
gjustice,257
habitat,257
0600mime,257
lame,257
dfs,257
kreeve1,256
honour,256
20republican,256
caranti,256
toast,256
adarsh,256
aggregator,256
096,256
20determine,256
401k,256
sheep,256
862564b4,256
bloch,256
intending,256
fprejea,256
644,256
suc,256
hutchison,256
reflective,256
someof,256
fillmotw,256
20likely,256
conceptual,256
sequent,256
rajib,256
isthat,256
alexandrasubject,256
clewlow,256
guideline,256
exc,256
00enron,256
clippers,256
jsaunde,256
numberof,256
fredrickson,256
mlin,256
excused,256
publi,256
12pt,256
0596,256
nsfpaul,256
pickover,256
pjazayeri,256
940,256
saji,256
carrizales,256
honeymoon,256
subgroup,256
volleyball,256
minimizing,256
spinexp,256
20better,256
50m,256
kilroy,256
snevill1,256
kolarik,256
dri,256
basement,256
pines,256
irony,256
fv9,256
dougsubject,255
proc,255
freeing,255
farhangnia,255
entrepreneur,255
emoon,255
automobiles,255
viacom,255
20least,255
couldbe,255
otherparty,255
supersedes,255
09top,255
8625699e,255
ctpy,255
gilbergd,255
tic,255
timesheet,255
crescent,255
hmarshal,255
nlrb,255
kalbach,255
20instead,255
baukney,255
cohagan,255
group713,255
mediterranean,255
lyonnais,255
flesh,255
qbr,255
09usa,255
typed,255
widen,255
villa,255
lknight,255
fourteen,255
poa,255
fordelivery,255
neptune,255
thetime,255
loopholes,255
fss,255
trista,255
soc,255
therefor,255
7361phone,255
siverling,255
20announced,255
unitedstates,255
committment,255
nsfscott,255
becauseof,254
sourcebook,254
dpk,254
market_relations,254
20come,254
7200,254
09advice,254
shoul,254
bbailey,254
behrends,254
grape,254
chatting,254
hazel,254
thou,254
0977,254
presiding,254
abreast,254
corp713,254
charters,254
earmarked,254
mob,254
blizzard,254
hisd,254
nsfgerald,254
enserch,254
miralles,254
ara,254
scocke,254
emphasizing,254
heater,254
pastega,254
tturner,254
segundo,254
fumble,254
4179,254
swaptions,254
hls,254
ngarcia3,254
20once,254
ilecs,254
slew,254
ncng,254
ldecker2,254
markm,254
foremost,254
weinreich,254
een,254
dun,254
gemini,254
hatten,254
huy,254
ransom,254
jking,254
dincerler,254
paleologo,254
centrica,254
20little,254
intermediary,254
jcollin,254
janderson,254
blk,253
09household,253
ide,253
09archives,253
20horoscopes,253
penner,253
dragon,253
towles,253
nsfno,253
09espa,253
overwhelmingly,253
bridgesj,253
importer,253
harley,253
yamato,253
defence,253
pagenet,253
jsc,253
obsolete,253
sunk,253
755,253
pgoradi,253
breathe,253
jadams1,253
ed4,253
dong,253
empirical,253
kahan,253
jps,253
flycheap,253
kathleensubject,253
dorgan,253
monument,253
pmccarr,253
0600subject,253
swallow,253
lanes,253
uslgn,253
jab,253
lculotta,253
jnpr,253
bookkeeping,253
teens,253
gasoil,253
milberg,253
uslum,253
ket,253
dattani,253
youwould,253
wrist,253
paramfjord,253
tholen,253
3100,253
guessed,253
sscsus,253
028,253
donnelly,253
backdrop,253
weshould,253
avi,253
rmay,253
margining,253
nsffolks,253
kmeredi,253
rial,253
0912,253
mullet,253
2762,253
sgillesp,253
jitendra,253
roaming,253
20consolidated,253
intentional,253
ritz,253
tort,253
erisks,253
kaminsky,253
unitil,253
fraudulent,252
mfah,252
attachmentshereto,252
906,252
drum,252
gent,252
7060,252
goddardx,252
alarmdescription,252
wilderness,252
jornada,252
8dadgajaaaaakddal,252
fcel,252
foul,252
yimg,252
spells,252
800washington,252
assures,252
gheaney,252
filed01,252
impaired,252
rieke,252
baking,252
interviewer,252
canned,252
mullinville,252
tightening,252
r1launch,252
durable,252
concurred,252
thanksgreg,252
8625675a,252
ceoo,252
2555719,252
saddled,252
toenron,252
patio,252
ecuador,252
thai,252
lashanda,252
20published,252
cvaldez,252
ifthere,251
ella,251
fullenweider,251
09you,251
dgioffre,251
scovino,251
occupants,251
ld2d,251
subordinate,251
inyour,251
toole,251
provisioning,251
09in,251
willx,251
differentiate,251
20paid,251
floppy,251
westpac,251
683,251
moyez,251
privatize,251
briansubject,251
roosevelt,251
wangfa,251
salsa,251
ebstime,251
10022tel,251
procuring,251
mary_trosper,251
medicare,251
daybr,251
unconscionable,251
927,251
messed,251
ceibo,251
tradersall,251
poured,251
dianna,251
jamey,251
709,251
pinpoint,251
profound,251
20communication,251
mata,251
lity,251
dennex,251
jvaldes,251
benched,251
guenther,251
reeling,251
statesman,251
lar,251
20aes,251
20something,251
devroede,251
20rolling,251
madhur,251
304851,250
conducts,250
shuler,250
nes,250
domingo,250
aisle,250
potato,250
daniela,250
availableexcess,250
gogenyi,250
iso9,250
20emergency,250
006,250
cems,250
guatemala,250
zenee,250
ahamilt3,250
nsflet,250
ngs,250
rbuerge,250
mccardell,250
meteorologist,250
lallani,250
horror,250
rsi,250
bucknell,250
hoarding,250
jdushin,250
inits,250
disconnected,250
transports,250
cubicle,250
martz,250
thermostats,250
rash,250
tradable,250
lifts,250
czar,250
baked,250
kpurbhoo,250
20funding,250
bureaucratic,250
coudert,250
zakiyyah,250
annexes,250
intangible,250
elms,250
feeder,250
3667,250
eb3405,250
faithful,250
bastards,250
committe,250
10m,250
flies,250
lindasubject,250
sheilasubject,250
convicted,250
fleenor,250
squeezed,250
precarious,250
2855,250
trout,250
bellard,250
reallocation,250
vestas,250
bgillis,250
eakers,250
movers,250
insertion,249
burgeoning,249
2030,249
honda,249
kollaros,249
powerisk,249
intimate,249
inherited,249
09don,249
weekley,249
rollback,249
upwards,249
vann,249
birch,249
597,249
lhalstea,249
brysch,249
tradingassistant,249
underscores,249
rebounded,249
infocast,249
bonding,249
dfuller,249
flagged,249
msmbx03v,249
rents,249
purse,249
ceased,249
michelle_lokay_dec2000_june2001_2,249
cmr,249
comcast,249
realone,249
884,249
jlondon,249
plight,249
cave,249
diff,249
carriage,249
stevecc,249
cornwell,249
etelvina,249
sunray,249
ignorance,249
razor,249
irresponsible,249
henlopen,249
mark_haedicke_dec2000_1,249
conditioner,249
konur,249
sellerssubject,249
scalable,249
butane,249
lcampb3,248
theproposed,248
spradlin,248
blackeast,248
kevin_hyatt_mar2002,248
bily,248
prihoda,248
cafeteria,248
5800fax,248
merrell,248
alarms,248
succeeding,248
showdown,248
prestooff,248
8272cell,248
morrill,248
gottlieb,248
ithought,248
______________________________,248
dian,248
pserc,248
dangers,248
lprior,248
ques,248
lrc,248
reilley,248
clemmons,248
rectify,248
1203,248
confined,248
weingarten,248
20judge,248
ksumme,248
insulate,248
formore,248
aamir,248
eurotop,248
subst,248
loveless,248
theelectricity,248
mnyberg,248
ozone,248
corptraining,248
quickfare,248
20real,248
doable,248
alcantar,248
eir,248
economictimes,248
phenomenon,248
kimzey,248
loaned,248
20037,248
20financing,248
automate,248
cjohnso5,248
mari,248
reconfirm,248
financ,248
darrellsubject,248
cindi,248
rusk,248
extraordinarily,248
tcba,248
malls,248
happily,248
jwood,248
martinsen,248
cigsa,248
adamant,248
crippled,248
amirobal,248
4300,247
nabors,247
827,247
compliment,247
menus,247
rachana,247
stones,247
westfahl,247
sgarcia5,247
ibelieve,247
5700,247
